,Category,Skill
736,Administrative or Clerical,CONTRACT REVIEW
737,Administrative or Clerical,CONTRACTS ADMINISTRATION
738,Administrative or Clerical,COPY CENTER
739,Administrative or Clerical,COPY MACHINE
740,Administrative or Clerical,COPYING
741,Administrative or Clerical,CORRESPONDENCE
742,Administrative or Clerical,CPT
743,Administrative or Clerical,CUSTOMER INTERACTION
744,Administrative or Clerical,CUSTOMER SERVICE ORIENTED
745,Administrative or Clerical,CUSTOMER SUPPORT
746,Administrative or Clerical,DATA ENTRY
747,Administrative or Clerical,DATABASE MANAGEMENT
748,Administrative or Clerical,DELTEK
749,Administrative or Clerical,DESKTOP PUBLISHING
750,Administrative or Clerical,DICTATION
751,Administrative or Clerical,DIRECT MAIL
752,Administrative or Clerical,DIRECTOR LEVEL
753,Administrative or Clerical,DISPATCHER
754,Administrative or Clerical,DOCUMENT CONTROL
755,Administrative or Clerical,E MARKETING
756,Administrative or Clerical,ECNS
757,Administrative or Clerical,ECOS
758,Administrative or Clerical,EDS
759,Administrative or Clerical,E-MARKETING
760,Administrative or Clerical,EMPLOYEE RECORDS
761,Administrative or Clerical,EMPLOYMENT LAW
762,Administrative or Clerical,ENCODER
763,Administrative or Clerical,ENCODING
764,Administrative or Clerical,ENGINEERING ADMINISTRATION
765,Administrative or Clerical,ENGINEERING ASSISTANT
766,Administrative or Clerical,ENGINEERING DOCUMENTATION
767,Administrative or Clerical,ENTRY LEVEL
768,Administrative or Clerical,ENTRY OPERATOR
769,Administrative or Clerical,ESCRITÓRIO
770,Administrative or Clerical,ESCROW
771,Administrative or Clerical,EVENT PLANNING
772,Administrative or Clerical,EXCELLENT COMPUTER SKILLS
773,Administrative or Clerical,EXCELLENT TYPING
774,Administrative or Clerical,EXCEPTIONS
775,Administrative or Clerical,EXECUTIVE ADMINISTRATION
776,Administrative or Clerical,EXECUTIVE ADMINISTRATIVE
777,Administrative or Clerical,EXECUTIVE ADMINISTRATOR
778,Administrative or Clerical,EXECUTIVE ASSISTANCE
779,Administrative or Clerical,EXECUTIVE ASSISTANT
780,Administrative or Clerical,EXECUTIVE LEVEL
781,Administrative or Clerical,EXECUTIVE SECRETARY
782,Administrative or Clerical,FAR/DFAR
783,Administrative or Clerical,FARS
784,Administrative or Clerical,FAXING
785,Administrative or Clerical,FEDERAL REGULATIONS
786,Administrative or Clerical,FEDEX
787,Administrative or Clerical,FHA
788,Administrative or Clerical,FIFO
789,Administrative or Clerical,FILE MANAGEMENT
790,Administrative or Clerical,FILING
791,Administrative or Clerical,FINANCIAL SUPPORT
792,Administrative or Clerical,FINGERPRINTING
793,Administrative or Clerical,FORECASTS
794,Administrative or Clerical,FREIGHT FORWARDING
795,Administrative or Clerical,FRONT DESK
796,Administrative or Clerical,FUNDRAISING
797,Administrative or Clerical,GAAP
798,Administrative or Clerical,GENERAL ADMINISTRATIVE DUTIES
799,Administrative or Clerical,GENERAL CLERICAL
800,Administrative or Clerical,GENERAL NETWORK
801,Administrative or Clerical,GENERAL OFFICE
802,Administrative or Clerical,GENERAL OFFICE ADMINISTRATION
803,Administrative or Clerical,GENERAL OFFICE DUTIES
804,Administrative or Clerical,GENERAL OFFICE SKILLS
805,Administrative or Clerical,GENERAL SECRETARIAL
806,Administrative or Clerical,GOVERNMENT CLIENTS
807,Administrative or Clerical,GOVERNMENT CONTRACT
808,Administrative or Clerical,GOVERNMENT CONTRACTS
809,Administrative or Clerical,GREAT PLAINS
810,Administrative or Clerical,GREET
811,Administrative or Clerical,GREETING
812,Administrative or Clerical,GSA
813,Administrative or Clerical,HELP DESK
814,Administrative or Clerical,HOTEL RESERVATIONS
815,Administrative or Clerical,HR SUPPORT
816,Administrative or Clerical,HR/ADMIN
817,Administrative or Clerical,HUMAN RESOURCE ASSISTANT
818,Administrative or Clerical,ICD
819,Administrative or Clerical,INCOMING CALLS
820,Administrative or Clerical,INCOMING MAIL
821,Administrative or Clerical,INFORMATION ANALYSIS
822,Administrative or Clerical,INSERIMENTO DATI
823,Administrative or Clerical,INTERVIEWING
824,Administrative or Clerical,INVENTORY STOCK
825,Administrative or Clerical,INVOICE
826,Administrative or Clerical,INVOICES
827,Administrative or Clerical,INVOICING
828,Administrative or Clerical,ISO CERTIFICATION
829,Administrative or Clerical,IT SUPPORT
830,Administrative or Clerical,IT TRAINING
831,Administrative or Clerical,JDE
832,Administrative or Clerical,JOB COST
833,Administrative or Clerical,KRONOS
834,Administrative or Clerical,LAB ASSISTANT
835,Administrative or Clerical,LASER PRINTER
836,Administrative or Clerical,LEGAL ASSISTANT
837,Administrative or Clerical,LEGAL DOCUMENTS
838,Administrative or Clerical,LEGAL SECRETARY
839,Administrative or Clerical,LEGAL SUPPORT
840,Administrative or Clerical,MAIL MERGE
841,Administrative or Clerical,MAILROOM
842,Administrative or Clerical,MAINTAINING CALENDARS
843,Administrative or Clerical,MATERIAL CONTROL
844,Administrative or Clerical,MEDICAL CODING
845,Administrative or Clerical,MEDICAL RECORDS
846,Administrative or Clerical,MICROSOFT PROJECT
847,Administrative or Clerical,MONTHLY EXPENSES
848,Administrative or Clerical,MOUSE
849,Administrative or Clerical,MP2
850,Administrative or Clerical,MTTR
851,Administrative or Clerical,MULTILINE
852,Administrative or Clerical,MULTI-LINE
853,Administrative or Clerical,NEW HIRE PAPERWORK
854,Administrative or Clerical,NEW HIRES
855,Administrative or Clerical,NON-CONFORMING
856,Administrative or Clerical,OFFICE ACCOUNTING
857,Administrative or Clerical,OFFICE ASSISTANT
858,Administrative or Clerical,OFFICE CLERK
859,Administrative or Clerical,OFFICE EXPERIENCE
860,Administrative or Clerical,OFFICE MORTGAGE
861,Administrative or Clerical,OFFICE SKILLS
862,Administrative or Clerical,OFFICE SUPPLIES
863,Administrative or Clerical,OFFICE SUPPLY INVENTORIES
864,Administrative or Clerical,OFFICE SUPPORT
865,Administrative or Clerical,OPERATIONAL SUPPORT
866,Administrative or Clerical,ORDER ENTRY
867,Administrative or Clerical,ORDER PROCESSING
868,Administrative or Clerical,ORGANIZATION SKILLS
869,Administrative or Clerical,ORGANIZATIONAL SKILLS
870,Administrative or Clerical,ORGANIZED CONFERENCES
871,Administrative or Clerical,ORGANIZING CONFERENCES
872,Administrative or Clerical,OTTIME CONOSCENZE INFORMATICHE
873,Administrative or Clerical,PARTS INSPECTION
874,Administrative or Clerical,PAYING
875,Administrative or Clerical,PAYROLL
876,Administrative or Clerical,PERSONNEL RECORDS
877,Administrative or Clerical,PHR
878,Administrative or Clerical,POSTAL
879,Administrative or Clerical,PRINTERS
880,Administrative or Clerical,PRINTING
881,Administrative or Clerical,PROCESS ORDERS
882,Administrative or Clerical,PROCESS PAYROLL
883,Administrative or Clerical,PROCESSING SPECIALIST
884,Administrative or Clerical,PROCESSOR
885,Administrative or Clerical,PRONEST
886,Administrative or Clerical,PROOFREAD
887,Administrative or Clerical,PROOFREADING
888,Administrative or Clerical,PROOF-READING
889,Administrative or Clerical,PUBLISHING
890,Administrative or Clerical,QA/QC INSPECTIONS
891,Administrative or Clerical,QA/QC MANAGER
892,Administrative or Clerical,QA/QC REPORTS
893,Administrative or Clerical,QUALITY SYSTEM
894,Administrative or Clerical,QUANTITATIVE
895,Administrative or Clerical,RECEPTIONIST
896,Administrative or Clerical,RECORDS MANAGEMENT
897,Administrative or Clerical,REGISTRATIONS
898,Administrative or Clerical,REGRESSION TESTING
899,Administrative or Clerical,REPORT WRITING
900,Administrative or Clerical,REPROGRAPHICS
901,Administrative or Clerical,SALES/MARKETING
902,Administrative or Clerical,SCANNER
903,Administrative or Clerical,SCANNING
904,Administrative or Clerical,SCHEDULE APPOINTMENTS
905,Administrative or Clerical,SCHEDULES APPOINTMENTS
906,Administrative or Clerical,SECRETARIAL
907,Administrative or Clerical,SECRETARY
908,Administrative or Clerical,SIGN LANGUAGE
909,Administrative or Clerical,SORTING
910,Administrative or Clerical,SQE
911,Administrative or Clerical,STENOGRAPHY
912,Administrative or Clerical,STOP PAYMENT
913,Administrative or Clerical,SUPPLIER QUALITY
914,Administrative or Clerical,SWITCH BOARD
915,Administrative or Clerical,SWITCHBOARD
916,Administrative or Clerical,SWITCHBOARDS
917,Administrative or Clerical,SYSTEM TESTING
918,Administrative or Clerical,SYSTEM VALIDATION
919,Administrative or Clerical,SYSTEMS TESTING
920,Administrative or Clerical,SYSTEMS VERIFICATION
921,Administrative or Clerical,TELEFON
922,Administrative or Clerical,TELEFONO
923,Administrative or Clerical,TELEPHONE
924,Administrative or Clerical,TELEPHONE SKILLS
925,Administrative or Clerical,TELEPHONES
926,Administrative or Clerical,TEST PROGRAMS
927,Administrative or Clerical,TESTING PROGRAMS
928,Administrative or Clerical,TIMBERLINE
929,Administrative or Clerical,TRANSCRIBES
930,Administrative or Clerical,TRANSCRIBING
931,Administrative or Clerical,TRANSCRIPTION
932,Administrative or Clerical,TRANSCRIPTIONIST
933,Administrative or Clerical,TYPING
934,Administrative or Clerical,USER ACCEPTANCE
935,Administrative or Clerical,VIDEO CONFERENCING
936,Administrative or Clerical,VOUCHERS
937,Administrative or Clerical,WARRANTY CLAIMS
938,Administrative or Clerical,WEB SEARCH
939,Administrative or Clerical,XEROX
940,Legal,ADJUDICATING
941,Legal,ADVISED CLIENTS
942,Legal,BAR ASSOCIATION
943,Legal,CASE MANAGEMENT
944,Legal,CASES
945,Legal,CIVIL LITIGATION
946,Legal,CLASS ACTION
947,Legal,CLIENTES
948,Legal,CLIENTS
949,Legal,CLOSINGS
950,Legal,CONTRACT ANALYSIS
951,Legal,CONTRACT DRAFTING
952,Legal,CONTRACT MANAGEMENT
953,Legal,CONTRACT NEGOTIATIONS
954,Legal,CONTRACTS
955,Legal,CONTRATOS
956,Legal,CORPORATE FINANCE
957,Legal,CORPORATE GOVERNANCE
958,Legal,CORPORATE LAW
959,Legal,DISABILITÀ
960,Legal,DISABILITY
961,Legal,DISCLOSURES
962,Legal,DISCRIMINATION
963,Legal,DOCKET
964,Legal,DRAFTING
965,Legal,DUE DILIGENCE
966,Legal,EMPLOYMENT LAW
967,Legal,FACILITIES OPERATIONS
968,Legal,FILING
969,Legal,FILINGS
970,Legal,FORECLOSURE
971,Legal,GOVERNANCE
972,Legal,GOVERNMENT CONTRACTS
973,Legal,H1B
974,Legal,HR ISSUES
975,Legal,IMMIGRATION
976,Legal,IMÓVEIS
977,Legal,INTELLECTUAL PROPERTY
978,Legal,LAND USE
979,Legal,LAND USE ZONING
980,Legal,LEGAL ADVICE
981,Legal,LEGAL ASSISTANT
982,Legal,LEGAL COUNSEL
983,Legal,LEGAL DOCUMENTATION
984,Legal,LEGAL RESEARCH
985,Legal,LEGAL SECRETARY
986,Legal,LEGAL SUPPORT
987,Legal,LEGAL WRITING
988,Legal,LEXIS
989,Legal,LIABILITY
990,Legal,LITIGATION
991,Legal,MARCHIO
992,Legal,MERGERS AND ACQUISITIONS
993,Legal,OPEN SOURCE
994,Legal,PATENT
995,Legal,PATENTS
996,Legal,PUBLIC POLICY
997,Legal,REAL ESTATE
998,Legal,REAL ESTATE CONTRACTS
999,Legal,REAL ESTATE TRANSACTIONS
1000,Legal,REDAZIONE
1001,Legal,REDLINE
1002,Legal,RESPONSABILITÀ
1003,Legal,RESTRUCTURING
1004,Legal,RISTRUTTURAZIONE
1005,Legal,SECURITIES
1006,Legal,TERMINATIONS
1007,Legal,TRADEMARK
1008,Legal,TRADEMARKS
1009,Legal,UCC
1010,Legal,VENDOR AGREEMENTS
1011,Légal,CAS
1012,Légal,CLIENTS
1013,Légal,CONTRATS
1014,Légal,DOSSIER
1015,Légal,PATENTS
1016,SEGURIDAD Y EJÉRCITO,INTENDENCIA
1017,Executive,C.E.O.
1018,Executive,CHIEF EXECUTIVE OFFICER
1019,Executive,CHIEF OPERATING OFFICER
1020,Executive,CHIEF OPERATIONS OFFICER
1021,Executive,CHIEF TECHNOLOGY OFFICER
1022,FORMACIÓN,DOCENCIA EN LA UNIVERSIDAD
1023,FORMACIÓN,GERENTE
1024,FORMACIÓN,MONITOR
1025,FORMACIÓN,PROFESOR DE CONDUCIR
1026,FORMACIÓN,TUTOR
1027,ATENCIÓN AL CLIENTE,SUPERVISOR
1028,Business Operations and General Business,ACCOUNT MANAGEMENT
1029,Business Operations and General Business,ANALYTICAL MODELING
1030,Business Operations and General Business,APPRAISAL
1031,Business Operations and General Business,APPRAISER
1032,Business Operations and General Business,AVALIAÇÃO
1033,Business Operations and General Business,BEST PRACTICES
1034,Business Operations and General Business,BUDGETING
1035,Business Operations and General Business,BUSINESS ANALYSES
1036,Business Operations and General Business,BUSINESS ENGINEERING
1037,Business Operations and General Business,BUSINESS INTELLIGENCE
1038,Business Operations and General Business,BUSINESS OPERATIONS
1039,Business Operations and General Business,BUSINESS PLAN
1040,Business Operations and General Business,BUSINESS PLANS
1041,Business Operations and General Business,BUSINESS PROCESS ANALYSIS
1042,Business Operations and General Business,BUSINESS PROCESS FLOW
1043,Business Operations and General Business,BUSINESS PROCESS IMPROVEMENT
1044,Business Operations and General Business,BUSINESS PROCESS MANAGEMENT
1045,Business Operations and General Business,BUSINESS PROCESS MODELLING
1046,Business Operations and General Business,BUSINESS PROCESS REENGINEERING
1047,Business Operations and General Business,BUSINESS PROCESS RE-ENGINEERING
1048,Business Operations and General Business,BUSINESS SERVICES
1049,Business Operations and General Business,CHANGE MANAGEMENT
1050,Business Operations and General Business,COMPETITIVE ANALYSIS
1051,Business Operations and General Business,CONTINUOUS IMPROVEMENT
1052,Business Operations and General Business,CONTRACT NEGOTIATION
1053,Business Operations and General Business,CONTRACTS
1054,Business Operations and General Business,CONTRACTS PROCUREMENT
1055,Business Operations and General Business,CONTRATOS
1056,Business Operations and General Business,COST ANALYSIS
1057,Business Operations and General Business,COST ASSESSMENTS
1058,Business Operations and General Business,COST CONTROL
1059,Business Operations and General Business,COST MANAGEMENT
1060,Business Operations and General Business,CPM
1061,Business Operations and General Business,CREDIT
1062,Business Operations and General Business,CREDIT ANALYSIS
1063,Business Operations and General Business,CRITICAL PATH
1064,Business Operations and General Business,DATA ANALYSIS
1065,Business Operations and General Business,DATA MODELING
1066,Business Operations and General Business,DATA VALIDATION
1067,Business Operations and General Business,DOCUMENT CONTROL
1068,Business Operations and General Business,DUE DILIGENCE
1069,Business Operations and General Business,EBUSINESS
1070,Business Operations and General Business,ESTIMATING
1071,Business Operations and General Business,EVM
1072,Business Operations and General Business,EXPENSE CONTROL
1073,Business Operations and General Business,FEASABILITY STUDIES
1074,Business Operations and General Business,FINANCIAL MANAGEMENT
1075,Business Operations and General Business,FORECASTING
1076,Business Operations and General Business,GENERAL BUSINESS
1077,Business Operations and General Business,GOVERNMENT CONTRACT
1078,Business Operations and General Business,IMPROVEMENT PLAN
1079,Business Operations and General Business,INSTRUCTIONAL DESIGN
1080,Business Operations and General Business,LIAISON
1081,Business Operations and General Business,MATERIAL PLANNING
1082,Business Operations and General Business,MATERIALS PROCUREMENT
1083,Business Operations and General Business,METRICS
1084,Business Operations and General Business,OPERAÇÕES
1085,Business Operations and General Business,OPERATIONS
1086,Business Operations and General Business,OPERATIONS ANALYSIS
1087,Business Operations and General Business,OPERATIONS MANAGEMENT
1088,Business Operations and General Business,OPERATIONS MANAGER
1089,Business Operations and General Business,OPERAZIONI DI
1090,Business Operations and General Business,PERFORMANCE ANALYSIS
1091,Business Operations and General Business,PERITO
1092,Business Operations and General Business,PESSOAL
1093,Business Operations and General Business,PMI CERTIFIED
1094,Business Operations and General Business,PROBLEM SOLVING
1095,Business Operations and General Business,PROCESS INVOICES
1096,Business Operations and General Business,PRODUCT MANAGEMENT
1097,Business Operations and General Business,PRODUCTION SCHEDULING
1098,Business Operations and General Business,PROFESSIONAL SALES
1099,Business Operations and General Business,PROJECT ADMINISTRATION
1100,Business Operations and General Business,PROJECT ASSISTANT
1101,Business Operations and General Business,PROJECT COORDINATING
1102,Business Operations and General Business,PROJECT SCHEDULING
1103,Business Operations and General Business,PROPERTY MANAGEMENT
1104,Business Operations and General Business,PROPOSAL DEVELOPMENT
1105,Business Operations and General Business,PROPOSAL PREPARATION
1106,Business Operations and General Business,PROPOSAL WRITING
1107,Business Operations and General Business,PUBLIC RELATIONS
1108,Business Operations and General Business,QUOTATIONS
1109,Business Operations and General Business,QUOTING
1110,Business Operations and General Business,REAL ESTATE CONTRACTS
1111,Business Operations and General Business,RECONCILIATION
1112,Business Operations and General Business,REPORT WRITING
1113,Business Operations and General Business,RESOURCE UTILIZATION
1114,Business Operations and General Business,RFP
1115,Business Operations and General Business,SALES ANALYSIS
1116,Business Operations and General Business,SALES FORECASTING
1117,Business Operations and General Business,SHIPPING
1118,Business Operations and General Business,SOPS
1119,Business Operations and General Business,STAFFING
1120,Business Operations and General Business,STATISTICAL ANALYSIS
1121,Business Operations and General Business,STATISTICS
1122,Business Operations and General Business,STRATEGIC SELLING
1123,Business Operations and General Business,SUBCONTRACTS
1124,Business Operations and General Business,TIME & ATTENDANCE
1125,Business Operations and General Business,TIME MANAGEMENT
1126,Business Operations and General Business,TRADING
1127,Business Operations and General Business,TROUBLE-SHOOT
1128,Business Operations and General Business,TROUBLE-SHOOTING
1129,Business Operations and General Business,VALUE ANALYSIS
1130,Business Operations and General Business,VALUTAZIONE
1131,Healthcare Non-physician Non-nurse,BLUE CROSS
1132,Healthcare Non-physician Non-nurse,EMERGENCY PREPAREDNESS
1133,Healthcare Non-physician Non-nurse,FACILITIES MANAGEMENT
1134,Healthcare Non-physician Non-nurse,HEALTHCARE
1135,Healthcare Non-physician Non-nurse,HEALTHCARE INDUSTRY
1136,Healthcare Non-physician Non-nurse,HEALTHCARE MANAGEMENT
1137,Healthcare Non-physician Non-nurse,HEALTHCARE/MEDICAL
1138,Healthcare Non-physician Non-nurse,HOSPITAL PHARMACY
1139,Healthcare Non-physician Non-nurse,MEDICAL BILLING
1140,Healthcare Non-physician Non-nurse,MEDICAL FACILITIES
1141,Healthcare Non-physician Non-nurse,MEDICAL HEALTHCARE FACILITY
1142,Healthcare Non-physician Non-nurse,MEDICAL INDUSTRY
1143,Healthcare Non-physician Non-nurse,MEDICAL INSTRUMENTS
1144,Healthcare Non-physician Non-nurse,MEDICAL LABORATORY
1145,Healthcare Non-physician Non-nurse,MEDICARE
1146,Healthcare Non-physician Non-nurse,MENTAL HEALTH
1147,Healthcare Non-physician Non-nurse,PHARMACY
1148,Healthcare Non-physician Non-nurse,PUBLIC HEALTH
1149,Healthcare Non-physician Non-nurse,SENIOR RESIDENTIAL CARE
1150,Healthcare Non-physician Non-nurse,STERILIZATION
1151,Sales,ACCOUNT DEVELOPMENT
1152,Sales,ACCOUNT EXECUTIVE
1153,Sales,ACCOUNT MAINTENANCE
1154,Sales,ACCOUNT MANAGEMENT
1155,Sales,ACCOUNT MANAGER
1156,Sales,ACCOUNT PLANNING
1157,Sales,ACCOUNT RECEIVABLE
1158,Sales,ACCOUNT SALES
1159,Sales,ACCOUNTS INVENTORY
1160,Sales,ACCOUNTS MANAGER
1161,Sales,ADD-ON SALES
1162,Sales,ADMINISTRATOR ACCOUNT
1163,Sales,ADVANCED SALES
1164,Sales,ADVERTISING SALES
1165,Sales,AFTERMARKET
1166,Sales,ANALYZES SALES
1167,Sales,ASSISTANT SALES
1168,Sales,ASSISTING SALES
1169,Sales,ASSOCIATE
1170,Sales,B2B SALES
1171,Sales,BANKING/INSURANCE
1172,Sales,BRANCH SALES
1173,Sales,BUSINESS ACCOUNTING
1174,Sales,BUSINESS DEVELOPMENT
1175,Sales,BUSINESS SALES
1176,Sales,BUSINESS-TO-BUSINESS
1177,Sales,CENTER SALES
1178,Sales,CLOSING SALES
1179,Sales,COLD CALLING
1180,Sales,COMMERCIAL ACCOUNTS
1181,Sales,COMMERCIAL SALES
1182,Sales,COMPANY SALES
1183,Sales,COMPETITIVE SALES
1184,Sales,CONSUMER PRODUCTS
1185,Sales,CONSUMER SALES
1186,Sales,CORPORATE ACCOUNTS
1187,Sales,CORPORATE SALES
1188,Sales,COST ACCOUNTING
1189,Sales,CUSTOMER ACCOUNT
1190,Sales,CUSTOMER ACCOUNTS
1191,Sales,DEVELOPMENT SALES
1192,Sales,DIRECT SALES
1193,Sales,DIRECTOR SALES
1194,Sales,DISTRIBUTOR SALES
1195,Sales,E-BUSINESS
1196,Sales,ECOMMERCE
1197,Sales,ENTRY LEVEL
